Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
WHISTLER GRAND,"1,635,200","1,280.92","1,277",08 Jan 2021,107 WEST COAST VALE #02-03,New Sale,Strata,119,"13,741",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126751,05,12,West Region,Clementi
PIERMONT GRAND,"1,569,300","1,367.03","1,148",08 Jan 2021,26 SUMANG WALK #06-12,New Sale,Strata,127,"12,357",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828618,19,82,North East Region,Punggol
PIERMONT GRAND,"1,155,500",990.29,"1,167",08 Jan 2021,36 SUMANG WALK #09-30,New Sale,Strata,92,"12,560",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828623,19,82,North East Region,Punggol
PIERMONT GRAND,"947,920",839.59,"1,129",08 Jan 2021,44 SUMANG WALK #06-50,New Sale,Strata,78,"12,153",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828627,19,82,North East Region,Punggol
SENGKANG GRAND RESIDENCES,"1,748,000","1,033.34","1,692",08 Jan 2021,80 COMPASSVALE BOW #09-37,New Sale,Strata,96,"18,208",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544570,19,54,North East Region,Sengkang
LEEDON GREEN,"2,189,700",818.06,"2,677",08 Jan 2021,32 LEEDON HEIGHTS #05-30,New Sale,Strata,76,"28,812",-,Condominium,1,Freehold,Uncompleted,Private,266075,10,26,Central Region,Bukit Timah
CLAVON,"1,921,000","1,130.22","1,700",08 Jan 2021,6 CLEMENTI AVENUE 1 #27-09,New Sale,Strata,105,"18,295",-,Apartment,1,99 yrs from 07/10/2019,Uncompleted,N.A,129963,05,12,West Region,Clementi
N.A.,"4,280,000","3,601.63","1,188",08 Jan 2021,111 AROOZOO AVENUE,Resale,Land,334.6,"12,791",-,Semi-Detached House,1,Freehold,-,Private,539862,19,53,North East Region,Hougang
ECO,"1,650,000","1,259.39","1,310",08 Jan 2021,269 BEDOK SOUTH AVENUE 3 #05-03,Resale,Strata,117,"14,103",-,Condominium,1,99 yrs from 14/05/2012,2017,HDB,465488,16,46,East Region,Bedok
THE DEW,"1,200,000","1,388.56",864,08 Jan 2021,32 BUKIT BATOK STREET 21 #12-10,Resale,Strata,129,"9,302",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,Private,659637,23,65,West Region,Bukit Batok
MAPLE WOODS,"3,400,000","1,786.82","1,903",08 Jan 2021,989 BUKIT TIMAH ROAD #05-11,Resale,Strata,166,"20,482",-,Condominium,1,Freehold,1997,Private,589629,21,58,Central Region,Bukit Timah
THE RAINFOREST,"994,888",958,"1,039",08 Jan 2021,341 CHOA CHU KANG AVENUE 3 #15-24,Resale,Strata,89,"11,179",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,HDB,689874,23,68,West Region,Choa Chu Kang
N.A.,"3,018,000","3,013.92","1,001",08 Jan 2021,128 HOLLAND GROVE VIEW,Resale,Land,280,"10,779",-,Semi-Detached House,1,99 yrs from 21/04/1994,1997,Private,276281,10,27,Central Region,Bukit Timah
ONE DEVONSHIRE,"2,350,000",904.18,"2,599",08 Jan 2021,1 DEVONSHIRE ROAD #22-04,Resale,Strata,84,"27,976",-,Condominium,1,Freehold,2011,Private,239896,09,23,Central Region,River Valley
SOMMERVILLE GRANDEUR,"3,280,000","1,829.88","1,792",08 Jan 2021,3 FARRER DRIVE #02-05,Resale,Strata,170,"19,294",-,Condominium,1,Freehold,1996,Private,259276,10,25,Central Region,Tanglin
EDELWEISS PARK CONDOMINIUM,"1,058,000","1,280.92",826,08 Jan 2021,100 FLORA ROAD #07-65,Resale,Strata,119,"8,891",-,Condominium,1,Freehold,2006,Private,509743,17,50,East Region,Pasir Ris
N.A.,"5,680,000","4,169.97","1,362",08 Jan 2021,20 GROVE DRIVE,Resale,Land,387.4,"14,662",-,Semi-Detached House,1,Freehold,1977,Private,279060,10,27,Central Region,Bukit Timah
HAIG ELEVEN,"1,800,000","1,560.78","1,153",08 Jan 2021,11 HAIG AVENUE #05-02,Resale,Strata,145,"12,414",-,Apartment,1,Freehold,2005,Private,438866,15,43,Central Region,Marine Parade
THE MILTONIA RESIDENCES,"930,000",990.29,939,08 Jan 2021,546 MILTONIA CLOSE #01-57,Resale,Strata,92,"10,109",-,Condominium,1,99 yrs from 30/11/2010,2014,Private,768117,27,76,North Region,Yishun
SENNETT ESTATE,"2,180,000","1,500.5","1,453",08 Jan 2021,26 MULBERRY AVENUE,Resale,Land,139.4,"15,638",-,Terrace House,1,Freehold,-,Private,348368,13,34,Central Region,Toa Payoh
GLOUCESTER MANSIONS,"1,142,800",656.6,"1,740",08 Jan 2021,10 NEWTON ROAD #13-03,Resale,Strata,61,"18,734",-,Apartment,1,Freehold,1999,Private,307947,11,30,Central Region,Novena
ONE OXLEY RISE,"1,908,000","1,097.93","1,738",08 Jan 2021,1 OXLEY RISE #06-10,Resale,Strata,102,"18,706",-,Apartment,1,Freehold,2009,Private,238714,09,23,Central Region,Museum
D'NEST,"918,000",936.47,980,08 Jan 2021,139 PASIR RIS GROVE #02-44,Resale,Strata,87,"10,552",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518134,18,51,East Region,Pasir Ris
SANCTUARY GREEN,"1,010,000",785.77,"1,285",08 Jan 2021,181 TANJONG RHU ROAD #03-06,Resale,Strata,73,"13,836",-,Condominium,1,99 yrs from 17/03/1997,2004,Private,436922,15,43,Central Region,Kallang
TRILIVE,"980,000",645.84,"1,517",08 Jan 2021,115 TAMPINES ROAD #16-10,Resale,Strata,60,"16,333",-,Condominium,1,Freehold,2018,Private,533901,19,53,North East Region,Hougang
Q BAY RESIDENCES,"980,000",882.65,"1,110",08 Jan 2021,17 TAMPINES STREET 86 #13-40,Resale,Strata,82,"11,951",-,Condominium,1,99 yrs from 21/08/2012,2016,Private,528591,18,52,East Region,Tampines
N.A.,"2,468,000","2,188.32","1,128",08 Jan 2021,118R TANAH MERAH BESAR LANE,Resale,Land,203.3,"12,140",-,Semi-Detached House,1,Freehold,1997,HDB,498935,17,49,East Region,Changi  
10 SHELFORD,"970,000",871.88,"1,113",08 Jan 2021,10 SHELFORD ROAD #04-02,Resale,Strata,81,"11,975",-,Apartment,1,Freehold,2014,Private,288353,11,28,Central Region,Bukit Timah
EASTPOINT GREEN,"760,000",958,793,08 Jan 2021,3 SIMEI STREET 3 #06-03,Resale,Strata,89,"8,539",-,Condominium,1,99 yrs from 24/04/1996,1999,HDB,529891,18,52,East Region,Tampines
SUNRISE GARDENS,"1,088,000","1,463.9",743,08 Jan 2021,53 SUNRISE AVENUE #01-26,Resale,Strata,136,"8,000",-,Condominium,1,99 yrs from 24/06/1995,1998,HDB,806746,28,80,North East Region,Ang Mo Kio
BEDOK PESARI,"2,720,000","1,934.29","1,406",08 Jan 2021,50 TAMAN BEDOK,Resale,Land,179.7,"15,136",-,Terrace House,1,Freehold,1989,Private,487095,16,48,East Region,Bedok
EMERALD PARK,"1,255,000",947.23,"1,325",08 Jan 2021,2 INDUS ROAD #08-07,Resale,Strata,88,"14,261",-,Condominium,1,99 yrs from 01/09/1991,1993,Private,169586,03,16,Central Region,Bukit Merah
N.A.,"3,250,000","2,491.87","1,304",08 Jan 2021,32A JALAN KEMBANGAN,Resale,Land,231.5,"14,039",-,Semi-Detached House,1,Freehold,1996,HDB,419153,14,41,East Region,Bedok
THOMSON GARDEN ESTATE,"1,850,000","1,077.48","1,717",08 Jan 2021,24 JALAN PINTAU,Resale,Land,100.1,"18,482",-,Terrace House,1,Freehold,-,Private,577085,20,57,Central Region,Bishan
KOVAN RESIDENCES,"1,920,000","1,442.38","1,331",08 Jan 2021,7 KOVAN ROAD #17-27,Resale,Strata,134,"14,328",-,Condominium,1,99 yrs from 31/12/2007,2011,HDB,544896,19,54,North East Region,Hougang
LEEDON RESIDENCE,"4,900,000","2,131.27","2,299",08 Jan 2021,8 LEEDON HEIGHTS #04-08,Resale,Strata,198,"24,747",-,Condominium,1,Freehold,2015,Private,266216,10,26,Central Region,Bukit Timah
THE MIDAS,"1,228,000","1,323.97",928,08 Jan 2021,26 LORONG 30 GEYLANG #02-02,Resale,Strata,123,"9,984",-,Apartment,1,Freehold,2008,Private,398359,14,39,Central Region,Geylang
N.A.,"4,550,000","2,717.91","1,674",08 Jan 2021,70E JALAN SENANG,Resale,Land,252.5,"18,020",-,Terrace House,1,Freehold,1978,Private,418358,14,41,East Region,Bedok
SUITES TWENTY-TWO,"1,060,000",893.41,"1,186",08 Jan 2021,25 LORONG G TELOK KURAU #04-01,Resale,Strata,83,"12,771",-,Apartment,1,Freehold,2005,HDB,426194,15,42,East Region,Bedok
BARTLEY RESIDENCES,"1,630,000","1,162.51","1,402",08 Jan 2021,5 LORONG HOW SUN #10-24,Resale,Strata,108,"15,093",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536562,19,53,North East Region,Serangoon
BARTLEY RESIDENCES,"670,000",462.85,"1,448",08 Jan 2021,5A LORONG HOW SUN #10-29,Resale,Strata,43,"15,581",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536563,19,53,North East Region,Serangoon
SUMMER GARDENS,"1,800,000","3,024.68",595,08 Jan 2021,165 UPPER CHANGI ROAD EAST,Resale,Strata,281,"6,406",-,Terrace House,1,99 yrs from 23/06/1995,1999,HDB,486220,16,48,East Region,Bedok
EAST VIEW GARDEN,"1,408,888","3,968.69",355,08 Jan 2021,693 UPPER CHANGI ROAD EAST,Resale,Land,368.7,"3,821",-,Semi-Detached House,1,99 yrs from 01/01/1965,-,Private,486823,16,48,East Region,Tampines
PARK RESIDENCES KOVAN,"583,888",322.92,"1,808",08 Jan 2021,831 UPPER SERANGOON ROAD #02-03,Resale,Strata,30,"19,463",-,Apartment,1,Freehold,2014,HDB,534679,19,53,North East Region,Hougang
WESTWOOD PARK,"1,388,888","1,614.6",860,08 Jan 2021,9 WESTWOOD DRIVE,Resale,Land,150,"9,259",-,Terrace House,1,99 yrs from 01/12/1994,1998,HDB,648827,22,64,West Region,Jurong West
1 CANBERRA,"1,210,000","1,270.15",953,08 Jan 2021,19 CANBERRA DRIVE #09-39,Resale,Strata,118,"10,254",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768075,27,76,North Region,Yishun
LUXUS HILLS,"3,150,000","1,614.6","1,951",08 Jan 2021,91 LUXUS HILL AVENUE,Resale,Land,150,"21,000",-,Terrace House,1,999 yrs from 01/01/1879,2014,HDB,804860,28,80,North East Region,Serangoon
MARINA ONE RESIDENCES,"1,761,190",753.48,"2,337",08 Jan 2021,23 MARINA WAY #27-24,Resale,Strata,70,"25,160",-,Apartment,1,99 yrs from 01/07/2011,2017,HDB,018979,01,01,Central Region,Downtown Core
THE POIZ RESIDENCES,"718,000",419.8,"1,710",08 Jan 2021,12 MEYAPPA CHETTIAR ROAD #10-41,Resale,Strata,39,"18,410",-,Apartment,1,99 yrs from 17/11/2014,2018,Private,358474,13,35,Central Region,Toa Payoh
SHAMROCK PARK,"6,000,000","3,078.5","1,949",08 Jan 2021,2 NAMLY GARDEN,Resale,Land,286,"20,979",-,Semi-Detached House,1,Freehold,2009,HDB,267331,10,26,Central Region,Bukit Timah
ONE-NORTH RESIDENCES,"1,410,000",979.52,"1,439",08 Jan 2021,7 ONE-NORTH GATEWAY #04-28,Resale,Strata,91,"15,495",-,Apartment,1,99 yrs from 15/09/2005,2009,Private,138642,05,13,Central Region,Queenstown
N.A.,"3,251,888","1,720.09","1,891",08 Jan 2021,5 DUKU ROAD,Resale,Land,159.8,"20,350",-,Terrace House,1,Freehold,1995,Private,429155,15,42,Central Region,Marine Parade
FRANKEL ESTATE,"3,700,000","2,501.55","1,479",08 Jan 2021,38 DUNBAR WALK,Resale,Land,232.4,"15,921",-,Terrace House,1,Freehold,1990,Private,459332,15,45,East Region,Bedok
HIGH PARK RESIDENCES,"735,000",570.49,"1,288",08 Jan 2021,31 FERNVALE ROAD #06-56,Resale,Strata,53,"13,868",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797417,28,79,North East Region,Sengkang
VERDANA VILLAS,"2,950,000","4,402.48",670,08 Jan 2021,47 GRACE WALK,Resale,Strata,409,"7,213",-,Semi-Detached House,1,Freehold,2013,Private,554516,19,55,North East Region,Serangoon
GUAN SOON TERRACE,"2,660,000","1,636.13","1,626",08 Jan 2021,96 GUAN SOON AVENUE,Resale,Land,152,"17,500",-,Terrace House,1,Freehold,1991,Private,489652,16,48,East Region,Tampines
PARC PALAIS,"1,633,813","1,237.86","1,320",08 Jan 2021,47 HUME AVENUE #08-04,Resale,Strata,115,"14,207",-,Condominium,1,Freehold,1999,Private,598748,21,59,West Region,Bukit Batok
BELLA CASITA,"720,000",505.91,"1,423",08 Jan 2021,7 IPOH LANE #16-02,Resale,Strata,47,"15,319",-,Apartment,1,Freehold,2012,Private,438610,15,43,Central Region,Geylang
REFLECTIONS AT KEPPEL BAY,"3,300,000","1,905.23","1,732",08 Jan 2021,3 KEPPEL BAY VIEW #05-12,Resale,Strata,177,"18,644",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,098403,04,09,Central Region,Bukit Merah
THE METROPOLITAN CONDOMINIUM,"1,180,000",839.59,"1,405",08 Jan 2021,6 ALEXANDRA VIEW #06-02,Resale,Strata,78,"15,128",-,Condominium,1,99 yrs from 17/02/2006,2009,Private,158746,03,15,Central Region,Bukit Merah
THE CREST,"2,167,200","1,194.8","1,814",08 Jan 2021,103 PRINCE CHARLES CRESCENT #02-12,Resale,Strata,111,"19,524",-,Condominium,1,99 yrs from 21/12/2012,2017,Private,159018,03,15,Central Region,Bukit Merah
TWIN WATERFALLS,"1,050,000","1,119.46",938,08 Jan 2021,116 PUNGGOL WALK #06-35,Resale,Strata,104,"10,096",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828768,19,82,North East Region,Punggol
RIVERVALE CREST,"890,000","1,205.57",738,08 Jan 2021,7 RIVERVALE CRESCENT #10-19,Resale,Strata,112,"7,946",-,Apartment,1,99 yrs from 06/12/1997,2002,Private,545085,19,54,North East Region,Sengkang
CASCADALE,"1,370,000","1,560.78",878,08 Jan 2021,730 UPPER CHANGI ROAD EAST #04-01,Resale,Strata,145,"9,448",-,Condominium,1,Freehold,1994,Private,486858,16,48,East Region,Tampines
STARS OF KOVAN,"1,188,000",731.95,"1,623",08 Jan 2021,986 UPPER SERANGOON ROAD #08-24,Sub Sale,Strata,68,"17,471",-,Apartment,1,99 yrs from 25/02/2015,2019,Private,534732,19,53,North East Region,Hougang
HARBOUR VIEW TOWERS,"1,780,000","1,593.07","1,117",08 Jan 2021,21 TELOK BLANGAH DRIVE #25-05,Resale,Strata,148,"12,027",-,Condominium,1,99 yrs from 01/06/1990,1994,HDB,109258,04,10,Central Region,Bukit Merah
THE INGLEWOOD,"3,750,000","2,650.1","1,415",08 Jan 2021,83 THE INGLEWOOD,Resale,Land,246.2,"15,232",-,Terrace House,1,Freehold,1989,Private,575101,20,57,Central Region,Bishan
THE CREEK @ BUKIT,"810,000",473.62,"1,710",08 Jan 2021,13A TOH TUCK ROAD #01-17,Resale,Strata,44,"18,409",-,Condominium,1,Freehold,2017,Private,596197,21,59,Central Region,Bukit Timah
CHANGI GREEN,"1,180,000","1,054.87","1,119",08 Jan 2021,716 UPPER CHANGI ROAD EAST #07-08,Resale,Strata,98,"12,041",-,Condominium,1,Freehold,1998,Private,486847,16,48,East Region,Tampines
CYAN,"2,250,000","1,313.21","1,713",08 Jan 2021,6 KENG CHIN ROAD #15-06,Resale,Strata,122,"18,443",-,Condominium,1,Freehold,2014,Private,258709,10,25,Central Region,Tanglin
MIDTOWN RESIDENCES,"865,000",645.84,"1,339",08 Jan 2021,1189 UPPER SERANGOON ROAD #08-02,Resale,Strata,60,"14,417",-,Apartment,1,99 yrs from 24/01/2013,2016,Private,534785,19,53,North East Region,Hougang
PRIVE,"834,000",828.83,"1,006",08 Jan 2021,37 PUNGGOL FIELD #09-36,Resale,Strata,77,"10,831",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828809,19,82,North East Region,Punggol
PARC SOPHIA,"970,000",548.96,"1,767",08 Jan 2021,12 ADIS ROAD #06-19,Resale,Strata,51,"19,020",-,Apartment,1,Freehold,2011,Private,229976,09,22,Central Region,Rochor
GRANDEUR PARK RESIDENCES,"932,000",559.73,"1,665",08 Jan 2021,3 BEDOK SOUTH AVENUE 3 #08-22,Sub Sale,Strata,52,"17,923",-,Condominium,1,99 yrs from 25/05/2016,2020,Private,465462,16,46,East Region,Bedok
ECO SANCTUARY,"1,270,000",990.29,"1,282",08 Jan 2021,61 CHESTNUT AVENUE #16-07,Resale,Strata,92,"13,804",-,Condominium,1,99 yrs from 25/04/2012,2016,HDB,679522,23,67,West Region,Bukit Panjang
WATERBANK AT DAKOTA,"1,880,000","1,130.22","1,663",08 Jan 2021,76 DAKOTA CRESCENT #17-12,Resale,Strata,105,"17,905",-,Condominium,1,99 yrs from 07/12/2009,2013,HDB,399944,14,39,Central Region,Geylang
LE NOUVEL ARDMORE,"17,680,500","3,928.86","4,500",08 Jan 2021,1A ARDMORE PARK #14-02,Resale,Strata,365,"48,440",-,Condominium,1,Freehold,2014,Private,259945,10,25,Central Region,Newton
N.A.,"3,018,000","1,823.42","1,655",08 Jan 2021,10 LORONG PISANG RAJA,Resale,Land,169.4,"17,816",-,Terrace House,1,Freehold,-,Private,597742,21,59,Central Region,Bukit Timah
THE SANTORINI,"600,000",527.44,"1,138",08 Jan 2021,21 TAMPINES STREET 86 #13-02,Resale,Strata,49,"12,245",-,Condominium,1,99 yrs from 16/10/2013,2017,HDB,528592,18,52,East Region,Tampines
N.A.,"1,049,000","1,323.97",792,08 Jan 2021,69 LORONG 8 GEYLANG #02-01,Resale,Strata,123,"8,528",-,Apartment,1,Freehold,1986,HDB,399131,14,39,Central Region,Geylang
LAKEVIEW ESTATE,"1,450,000","1,614.6",898,08 Jan 2021,97B UPPER THOMSON ROAD #08-07,Resale,Strata,150,"9,667",-,Apartment,1,99 yrs from 01/06/1977,1977,Private,574328,20,57,Central Region,Bishan
STRAITS GARDENS,"3,180,000","4,558.55",698,08 Jan 2021,56 ANDREWS TERRACE,Resale,Land,423.5,"7,509",-,Terrace House,1,Freehold,2005,HDB,757661,27,75,North Region,Sembawang
SERANGOON GARDEN ESTATE,"2,500,000","2,301.34","1,086",08 Jan 2021,114A SERANGOON GARDEN WAY,Resale,Land,213.8,"11,693",-,Terrace House,1,999 yrs from 01/01/1958,-,HDB,556012,19,55,North East Region,Serangoon
Q BAY RESIDENCES,"930,000",828.83,"1,122",08 Jan 2021,3 TAMPINES STREET 86 #15-15,Resale,Strata,77,"12,078",-,Condominium,1,99 yrs from 21/08/2012,2016,Private,528584,18,52,East Region,Tampines
N.A.,"3,000,000","2,558.6","1,173",08 Jan 2021,94 YUK TONG AVENUE,Resale,Land,237.7,"12,621",-,Semi-Detached House,1,Freehold,2005,Private,596401,21,59,Central Region,Bukit Timah
BEDOK COURT,"1,800,000","2,464.96",730,08 Jan 2021,295 BEDOK SOUTH AVENUE 3 #01-09,Resale,Strata,229,"7,860",-,Condominium,1,99 yrs from 10/04/1982,1985,Private,469296,16,46,East Region,Bedok
THE SPRINGFIELD,"1,540,000","2,518.78",611,08 Jan 2021,121 CHEMPAKA KUNING LINK,Resale,Strata,234,"6,581",-,Terrace House,1,99 yrs from 22/06/1995,1999,HDB,486328,16,48,East Region,Bedok
D' KENARIS,"3,120,000","2,301.34","1,356",08 Jan 2021,40 JALAN BANGAU,Resale,Land,213.8,"14,593",-,Semi-Detached House,1,999 yrs from 01/01/1879,2009,Private,809383,28,80,North East Region,Serangoon
TWIN WATERFALLS,"970,000","1,001.05",969,08 Jan 2021,118 PUNGGOL WALK #13-38,Resale,Strata,93,"10,430",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828769,19,82,North East Region,Punggol
AMARYLLIS VILLE,"1,547,000",958,"1,615",08 Jan 2021,22 NEWTON ROAD #14-10,Resale,Strata,89,"17,382",-,Condominium,1,99 yrs from 24/10/1997,2004,HDB,307990,11,30,Central Region,Novena
THE GARDENS AT GERALD,"2,160,000","3,315.31",652,08 Jan 2021,33 GERALD DRIVE,Resale,Strata,308,"7,013",-,Terrace House,1,999 yrs from 01/01/1879,2007,HDB,797679,28,79,North East Region,Hougang
TANGLIN RESIDENCES,"3,965,000","1,754.53","2,260",08 Jan 2021,23 ST. MARTIN'S DRIVE #02-03,Resale,Strata,163,"24,325",-,Condominium,1,Freehold,2005,Private,258004,10,25,Central Region,Tanglin
HILLVIEW REGENCY,"770,000",904.18,852,08 Jan 2021,28 BUKIT BATOK EAST AVENUE 2 #09-17,Resale,Strata,84,"9,167",-,Condominium,1,99 yrs from 20/06/2000,2005,HDB,659921,23,65,West Region,Bukit Batok
RIVERPARC RESIDENCE,"933,000",990.29,942,08 Jan 2021,100 PUNGGOL DRIVE #16-21,Resale,Strata,92,"10,141",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828799,19,82,North East Region,Punggol
FAIRMOUNT CONDOMINIUM,"1,055,000","1,237.86",852,08 Jan 2021,30 EASTWOOD ROAD #02-10,Resale,Strata,115,"9,174",-,Condominium,1,99 yrs from 06/09/1996,2000,Private,486365,16,48,East Region,Bedok
VA RESIDENCES,"853,888",624.31,"1,368",08 Jan 2021,9 BOON TECK ROAD #07-03,Resale,Strata,58,"14,722",-,Apartment,1,Freehold,2016,HDB,329583,12,32,Central Region,Novena
MIRAGE TOWER,"1,200,000",570.49,"2,103",08 Jan 2021,80 KIM SENG ROAD #19-04,Resale,Strata,53,"22,642",-,Condominium,1,Freehold,1996,HDB,239426,09,23,Central Region,Singapore River
PARRY PARK,"2,610,000","1,681.34","1,552",08 Jan 2021,34 PARRY TERRACE,Resale,Land,156.2,"16,709",-,Terrace House,1,999 yrs from 16/08/1877,1991,Private,547133,19,54,North East Region,Hougang
LA FIESTA,"960,000",753.48,"1,274",08 Jan 2021,66 SENGKANG SQUARE #13-35,Resale,Strata,70,"13,714",-,Condominium,1,99 yrs from 03/09/2012,2016,HDB,544703,19,54,North East Region,Sengkang
RIVER ISLES,"1,088,888","1,065.64","1,022",08 Jan 2021,66 EDGEDALE PLAINS #15-29,Resale,Strata,99,"10,999",-,Condominium,1,99 yrs from 06/02/2012,2015,Private,828732,19,82,North East Region,Punggol
RIVERTREES RESIDENCES,"1,600,000","1,356.26","1,180",08 Jan 2021,21 FERNVALE CLOSE #15-06,Resale,Strata,126,"12,698",-,Apartment,1,99 yrs from 28/08/2013,2017,Private,797460,28,79,North East Region,Sengkang
MONTEBLEU,"1,900,000","1,227.1","1,548",08 Jan 2021,8 MINBU ROAD #08-05,Resale,Strata,114,"16,667",-,Condominium,1,Freehold,2010,HDB,308162,11,30,Central Region,Novena
THE GREENWICH,"860,000",904.18,951,08 Jan 2021,15 SELETAR ROAD #03-65,Resale,Strata,84,"10,238",-,Condominium,1,99 yrs from 21/12/2009,2014,Private,807018,28,80,North East Region,Serangoon
ARC AT TAMPINES,"1,178,000","1,227.1",960,08 Jan 2021,3 TAMPINES AVENUE 8 #08-02,Resale,Strata,114,"10,333",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529595,18,52,East Region,Tampines
SUNRISE GARDENS,"1,550,000","2,077.45",746,08 Jan 2021,57 SUNRISE AVENUE #04-16,Resale,Strata,193,"8,031",-,Condominium,1,99 yrs from 24/06/1995,1998,Private,806748,28,80,North East Region,Ang Mo Kio
SKY VUE,"1,920,000","1,140.98","1,683",08 Jan 2021,1 BISHAN STREET 15 #25-02,Resale,Strata,106,"18,113",-,Condominium,1,99 yrs from 04/03/2013,2016,Private,573910,20,57,Central Region,Bishan
PINE GROVE,"1,480,000","1,679.18",881,08 Jan 2021,1P PINE GROVE #12-79,Resale,Strata,156,"9,487",-,Condominium,1,99 yrs from 01/11/1984,-,HDB,591401,21,59,Central Region,Bukit Timah
PALM ISLES,"840,000",947.23,887,08 Jan 2021,40 FLORA DRIVE #01-58,Resale,Strata,88,"9,545",-,Condominium,1,99 yrs from 14/09/2011,2015,Private,506866,17,50,East Region,Pasir Ris
EIGHT RIVERSUITES,"1,200,000",807.3,"1,486",08 Jan 2021,8 WHAMPOA EAST #18-22,Resale,Strata,75,"16,000",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338520,12,33,Central Region,Kallang
ESTELLA GARDENS,"1,100,000","1,291.68",852,08 Jan 2021,23 FLORA ROAD #06-09,Resale,Strata,120,"9,167",-,Condominium,1,Freehold,1999,Private,509739,17,50,East Region,Pasir Ris
BOULEVARD 88,"6,586,800","1,776.06","3,709",09 Jan 2021,86 ORCHARD BOULEVARD #20-01,New Sale,Strata,165,"39,920",-,Apartment,1,Freehold,Uncompleted,Private,248655,10,24,Central Region,Orchard
JADESCAPE,"991,000",527.44,"1,879",09 Jan 2021,10 SHUNFU ROAD #10-38,New Sale,Strata,49,"20,224",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575746,20,57,Central Region,Bishan
STIRLING RESIDENCES,"1,855,000","1,130.22","1,641",09 Jan 2021,25 STIRLING ROAD #38-30,New Sale,Strata,105,"17,667",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148962,03,14,Central Region,Queenstown
PARK COLONIAL,"1,874,000",979.52,"1,913",09 Jan 2021,4 WOODLEIGH LANE #10-14,New Sale,Strata,91,"20,593",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,N.A,357686,13,35,Central Region,Toa Payoh
AMBER PARK,"1,193,600",484.38,"2,464",09 Jan 2021,18A AMBER GARDENS #12-23,New Sale,Strata,45,"26,524",-,Condominium,1,Freehold,Uncompleted,N.A,439981,15,43,Central Region,Marine Parade
THE GARDEN RESIDENCES,"889,200",570.49,"1,559",09 Jan 2021,1 SERANGOON NORTH VIEW #15-05,New Sale,Strata,53,"16,777",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554343,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"2,205,400","1,539.25","1,433",09 Jan 2021,5 SERANGOON NORTH VIEW #05-28,New Sale,Strata,143,"15,422",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554345,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,609,200",904.18,"1,780",09 Jan 2021,9 SERANGOON NORTH VIEW #10-39,New Sale,Strata,84,"19,157",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554347,19,55,North East Region,Serangoon
KENT RIDGE HILL RESIDENCES,"1,900,000","1,044.11","1,820",09 Jan 2021,64 SOUTH BUONA VISTA ROAD #03-53,New Sale,Strata,97,"19,588",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118174,05,11,Central Region,Queenstown
KENT RIDGE HILL RESIDENCES,"1,544,000",775.01,"1,992",09 Jan 2021,64A SOUTH BUONA VISTA ROAD #01-60,New Sale,Strata,72,"21,444",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,117326,05,11,Central Region,Queenstown
DAINTREE RESIDENCE,"1,968,330","1,205.57","1,633",09 Jan 2021,11G TOH TUCK ROAD #02-36,New Sale,Strata,112,"17,574",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596129,21,59,Central Region,Bukit Timah
